id,nombre,semestre,promedio,ingresos,opinion_campus,trabaja,distancia_universidad,edad,tipo_vivienda,horas_estudio,desertor
IDELF1465,Leonardo Dueñas,6,90,,10,False,8.0,23,Alquiler,9,0
IDHBG0906,Berta Ayala Vargas,3,62,,1,False,,17,Propia,24,1
IDMNI7920,Esparta Montalvo,8,89,11314.0,3,False,,18,Alquiler,5,0
IDEJA6350,Anabel Collado,6,80,22102.0,10,False,2.0,17,Propia,27,0
IDPPH4718,Sr(a). Amanda Rosario,2,94,8300.0,2,False,,19,Alquiler,17,1
IDWOL5456,Joaquín Leonel Baeza,6,65,19697.0,2,False,,20,Propia,21,1
IDTYR1625,Amalia Briones Morales,7,87,9075.0,4,False,4.0,17,Alquiler,20,0
IDRKI4434,Mtro. Cristal Concepción,5,91,13490.0,10,False,1.0,25,Propia,15,0
IDLKQ6923,Bernardo Zapata,3,96,8300.0,10,False,2.0,17,Propia,30,0
IDQKK0862,Benito Valverde Pizarro,4,84,20186.0,6,False,1.0,17,Propia,13,0
IDMNO7464,Indira Vanegas Muñoz,4,91,,4,False,,17,Alquiler,9,0
IDUYV8415,Sergio Diana Trujillo,6,94,,1,False,4.0,23,Propia,2,1
IDSYK4238,Alejandro Archuleta,10,81,,9,True,4.0,25,Propia,23,0
IDXRY4793,Felipe Nayeli Valdez,1,83,8789.0,9,False,1.0,17,Alquiler,2,1
IDPZT0478,Virginia Pérez,4,98,21770.0,8,False,,17,Propia,29,0
IDWHK7572,Martha Pedro Ramírez,10,89,20309.0,9,False,7.0,17,Propia,29,0
IDVRT7489,Ariadna Maximiliano Arce Correa,4,91,18524.0,4,False,6.0,30,Propia,11,1
IDMSV2855,Pablo Mota,10,90,23638.0,1,True,8.0,18,Propia,28,0
IDGSQ1248,Israel Irene Enríquez Altamirano,1,82,,10,False,1.0,17,Alquiler,3,1
IDVGW0290,Mónica Gómez,9,99,,8,True,2.0,17,Alquiler,30,0
IDSDS0430,Zacarías Vanesa Puga Jiménez,4,92,24612.0,3,True,,28,Alquiler,3,1
IDUHQ3024,Dr. Eric Verduzco,7,84,20117.0,8,False,12.0,23,Propia,10,0
IDZKE4501,Anel Eugenio Cabrera,3,95,15699.0,10,False,5.0,17,Alquiler,24,0
IDIDH5048,Benjamín Olga Gurule Nájera,10,83,21082.0,8,False,10.0,17,Propia,2,0
IDSIP4984,Diana Gallardo Valladares,3,90,29264.0,10,False,2.0,17,Propia,1,0
IDHMY4942,Ricardo Homero Urrutia Alvarez,8,98,8300.0,4,True,10.0,22,Alquiler,6,1
IDCIH6846,Benito Carvajal,8,72,29977.0,7,False,2.0,21,Propia,6,0
IDZFW2398,Sr(a). Elena Aponte,1,69,19587.0,10,False,1.0,17,Propia,11,0
IDQDP7435,Luis Miguel Estrada Barraza,10,82,,7,False,3.0,17,Alquiler,16,0
IDORN0208,Perla Villareal,2,77,11977.0,10,False,8.0,20,Alquiler,1,1
IDYBV7490,Lic. Asunción Villalpando,8,91,15570.0,5,False,8.0,18,Propia,5,0
IDHFW2906,Abraham Zedillo Garibay,1,92,35074.0,7,False,2.0,25,Propia,25,1
IDMCZ2555,Dr. Agustín Melgar,8,95,25605.0,10,False,1.0,26,Propia,26,0
IDKRI9528,Sr(a). Marisol Ávila,8,87,,7,False,,25,Propia,27,1
IDJMR6583,Rubén Aguilar Cervántez,2,75,30950.0,7,False,,17,Alquiler,10,0
IDKDB4204,Lic. Natividad Barragán,4,75,,9,True,1.0,32,Alquiler,21,0
IDPDH2443,Graciela Magdalena Santana,6,77,36580.0,2,False,4.0,25,Propia,28,0
IDHZP3290,Andrés Marcela Alba,9,67,,8,False,5.0,20,Alquiler,23,0
IDXAQ8059,Sr(a). José Manuél Ochoa,8,75,26430.0,1,False,1.0,17,Propia,6,0
IDFYP6896,Dr. Miriam Salazar,8,70,17269.0,6,False,,22,Alquiler,11,1
IDQWB6225,Liliana Paz Barrera,7,65,16608.0,7,False,1.0,25,Alquiler,26,1
IDRJB3388,Dr. Margarita Noriega,9,60,,10,False,1.0,24,Propia,16,0
IDNLM9950,Cristobal Mauro Yáñez,2,71,18094.0,2,False,1.0,29,Alquiler,20,0
IDWKC6878,Ing. Catalina Baeza,3,97,,3,False,5.0,18,Propia,13,0
IDASK9054,Cristian Tejeda Juárez,10,87,10925.0,7,False,14.0,29,Alquiler,12,0
IDZDJ6761,Indira Renato Guzmán,8,76,,9,False,,23,Alquiler,18,0
IDNVJ9823,María Teresa Nieto,6,60,23545.0,10,False,4.0,21,Propia,26,0
IDWUU3624,Dolores Alva,10,91,24229.0,8,False,5.0,17,Alquiler,13,0
IDKJO8723,Zoé Palomino Heredia,9,67,8300.0,10,False,5.0,20,Alquiler,5,0
IDODN7177,Nicolás Esquivel Salgado,10,99,15828.0,3,False,8.0,25,Propia,28,0
IDEFO1869,Martín Tello,4,83,24965.0,10,False,,23,Alquiler,28,0
IDSIP6261,Víctor David Gaona,8,69,9704.0,5,False,3.0,20,Alquiler,30,0
IDGBA1939,Ariadna Berta Villalpando Villarreal,10,98,35401.0,10,False,10.0,18,Propia,30,0
IDFZZ8119,Micaela Corral Orozco,3,98,,10,False,,24,Propia,26,0
IDENH0130,Sr(a). Sonia Vaca,3,69,17666.0,7,False,1.0,25,Alquiler,13,0
IDKLS2784,Leonardo Zacarías Rosales,8,95,15170.0,2,False,1.0,17,Alquiler,25,0
IDABD6556,Ramón Mireles Girón,5,84,28353.0,8,False,7.0,19,Propia,13,0
IDJJV3689,Carla Porras Pichardo,3,69,12219.0,10,False,9.0,20,Propia,19,0
IDLIL5285,Mtro. Verónica Cotto,10,78,19268.0,5,False,8.0,17,Alquiler,19,0
IDGHU6469,Mtro. Eva Maya,1,74,15401.0,1,True,6.0,19,Alquiler,13,0
IDRDL7663,Elena Judith Figueroa,3,75,17279.0,10,False,,28,Propia,28,0
IDJAY7548,Gilberto Dolores Barela Zúñiga,9,61,34981.0,9,True,,18,Alquiler,11,1
IDPRP0710,Julio César Alonso Brito,5,88,11256.0,10,False,,27,Alquiler,16,0
IDDDU8521,Jacinto Mena Fierro,10,63,,3,True,6.0,17,Propia,23,1
IDYXA1757,Andrea Cornejo,2,88,,9,False,14.0,23,Alquiler,14,1
IDJHN2204,Diego Jaimes,7,90,10415.0,8,False,3.0,25,Alquiler,10,0
IDNWB6199,Juan Carlos Cadena Ramírez,2,76,12716.0,8,False,6.0,17,Propia,2,1
IDGDN4090,Ing. Norma Lugo,4,69,8300.0,9,False,5.0,18,Alquiler,8,0
IDAVQ0528,Leonor Collazo,7,86,15478.0,5,True,1.0,28,Alquiler,23,0
IDEHH3483,Arturo Teodoro Guardado Galindo,4,100,,7,False,7.0,21,Propia,8,0
IDYYT5277,Sr(a). Marco Antonio Ayala,7,74,15532.0,9,False,18.0,18,Propia,26,0
IDIPR6777,Clara Nicolás Rael,7,90,22688.0,10,False,1.0,24,Propia,22,0
IDCSR6051,Emiliano Montemayor Villanueva,1,80,13222.0,6,True,1.0,17,Alquiler,21,0
IDFIK4780,René Olivia Téllez,6,100,23968.0,8,False,1.0,24,Alquiler,27,0
IDSVU2101,Samuel Zambrano,9,85,,10,False,,22,Alquiler,20,0
IDOLT6546,Espartaco Rebeca Dávila,2,97,16113.0,8,False,5.0,20,Alquiler,14,0
IDDUB2793,Ing. Magdalena Rendón,3,95,15149.0,1,True,7.0,20,Propia,24,0
IDYFC0139,Ing. Trinidad Corrales,10,76,34234.0,2,False,,26,Propia,14,0
IDYWJ6924,Andrea Ana Cardenas Zelaya,5,62,17506.0,7,False,,21,Propia,18,1
IDJOD5426,Benjamín Jaqueline Alarcón Escalante,9,73,,10,False,7.0,32,Alquiler,15,0
IDYNV6517,Javier Ofelia Meza,4,72,13098.0,10,False,1.0,17,Propia,22,0
IDSJO6448,Dr. Clemente Santacruz,1,100,15547.0,9,True,14.0,25,Alquiler,30,1
IDZDZ9791,Marisela Palacios Véliz,4,86,,10,True,7.0,18,Alquiler,28,0
IDSWF9332,Caridad Raquel Sauceda Paredes,6,60,37570.0,5,True,1.0,29,Alquiler,16,0
IDKUB4638,Darío Abel del Río,5,76,25018.0,5,False,7.0,17,Propia,14,0
IDGPK6021,Pedro Zoé Peralta,1,93,29939.0,6,False,,17,Alquiler,10,0
IDKXY1421,Alejandro Citlali Puga Sepúlveda,4,73,8300.0,10,False,1.0,17,Alquiler,22,0
IDEQT1773,Fidel Hernán Salcido Estévez,6,76,8300.0,5,False,3.0,27,Propia,21,0
IDDAU7820,Laura Rubio,10,62,19956.0,7,False,5.0,17,Propia,2,0
IDMOS0888,Amelia Cepeda Amaya,10,93,17231.0,9,False,9.0,27,Alquiler,5,1
IDWJB5157,Tania Natalia Serna Zamora,4,99,8300.0,10,False,,19,Alquiler,3,0
IDSQE3611,Pablo Carbajal,9,84,22921.0,8,True,,23,Alquiler,23,0
IDJML9267,Fidel Vélez,5,61,8300.0,6,True,,17,Propia,7,0
IDRFM7961,Ing. Zacarías Regalado,8,93,10482.0,9,False,1.0,24,Propia,24,0
IDRNS4724,Esmeralda Esmeralda Prado,9,85,,10,False,2.0,22,Propia,27,0
IDUCK3783,Serafín Zeferino Bernal,10,90,10158.0,6,False,7.0,25,Propia,12,0
IDJOL3180,Silvia Alonzo,5,68,28152.0,6,False,5.0,26,Propia,30,0
IDCPG7118,Jorge Isaac Esquivel Alemán,6,89,,7,True,11.0,17,Alquiler,10,0
IDKPR5929,Isabela Sergio Serrato,1,79,22759.0,10,False,7.0,24,Alquiler,11,0
IDYVE4276,Lic. Mario Acuña,7,80,21145.0,7,False,2.0,24,Alquiler,30,0
IDHUS8869,Lorenzo Orozco Alcántar,4,88,11906.0,7,False,5.0,31,Alquiler,25,0
IDUDY1232,Luz Miriam Arellano,2,84,15347.0,8,True,,35,Propia,17,0
IDROF0581,Dr. Pilar Aparicio,5,97,19900.0,7,False,1.0,17,Propia,4,0
IDWMD2688,Augusto Córdova,3,84,16020.0,9,True,4.0,26,Alquiler,6,0
IDWNZ0355,Isabel Raúl Otero Serrano,6,68,8300.0,10,True,6.0,20,Alquiler,7,0
IDFSB6691,Leticia Echeverría Vázquez,8,98,32831.0,6,False,1.0,25,Propia,27,0
IDSPK1182,Sr(a). Raúl Chacón,7,85,25426.0,9,False,1.0,21,Alquiler,5,0
IDBOE6946,Lourdes Ríos,3,96,24589.0,10,True,,18,Alquiler,6,0
IDAPV9384,Felipe Garay Negrón,8,75,,5,False,,17,Propia,17,0
IDOII2544,Ing. Teodoro Estévez,2,96,13019.0,10,False,1.0,19,Alquiler,14,0
IDMLN5743,Juan Polanco Valdez,10,71,,10,False,1.0,26,Propia,11,0
IDBXY3903,Daniel Rivas Muñoz,9,83,13601.0,5,True,7.0,17,Alquiler,5,0
IDHEQ6857,Evelio Jesús Muñoz Villareal,4,85,24677.0,10,False,1.0,20,Alquiler,2,0
IDGGX3551,Martha Olivares,1,79,,10,False,3.0,22,Alquiler,14,0
IDYCN4846,Norma Preciado Salazar,8,68,26850.0,8,False,5.0,23,Propia,27,0
IDXKY5964,Dr. César Lemus,7,82,,7,False,1.0,28,Propia,16,0
IDODL6017,Eva Enrique Luevano,5,98,21231.0,4,False,6.0,19,Propia,2,1
IDBGI3328,Noelia Antonio Badillo,10,88,16642.0,5,False,3.0,20,Propia,17,0
IDTOH7143,Rubén Modesto Negrón Longoria,5,90,18268.0,10,False,1.0,17,Propia,26,0
IDLMR3743,Elena Tania Lucio,7,78,,6,False,1.0,22,Propia,16,0
IDGUP6834,Luz Armendáriz,5,79,23921.0,4,True,,23,Alquiler,9,0
IDNTT0780,José María Frida Negrete,8,82,15755.0,8,True,1.0,17,Alquiler,20,0
IDRVV9661,Miguel Bonilla,6,86,8300.0,10,False,1.0,17,Alquiler,20,0
IDMYA4426,Amador Ángel Treviño,5,89,29418.0,1,True,4.0,20,Alquiler,9,0
IDXEU6418,Leonor Reséndez,9,80,,6,False,1.0,17,Propia,5,0
IDFLB1393,María Elena Arteaga,2,94,14200.0,1,True,4.0,17,Alquiler,4,1
IDDJT4862,Juan Carlos Elias Palomo,1,66,14242.0,10,False,,17,Propia,7,1
IDXAN9035,Rafaél Henríquez,8,81,14942.0,2,False,9.0,17,Alquiler,29,0
IDSKA3046,Alejandra Girón Salas,3,69,26269.0,10,False,7.0,17,Alquiler,29,0
IDLLJ8855,Carlos Villaseñor,7,82,19254.0,8,False,1.0,17,Propia,5,0
IDPEW4356,Paola Nava,10,74,,10,False,,17,Propia,24,0
IDKHW9444,Miriam Jacobo Saldaña,8,89,,4,False,12.0,26,Alquiler,3,1
IDKJW5082,Concepción Ángel Peralta Arredondo,6,93,,10,False,1.0,24,Propia,30,0
IDHQI9781,José Eduardo Galván Amaya,10,72,,5,False,,17,Propia,8,1
IDSPO1288,Carlota Delia Arguello,9,63,26964.0,10,False,4.0,17,Alquiler,16,0
IDFIY9934,Nelly Ángela de la Torre Botello,7,77,25196.0,9,False,13.0,24,Propia,27,0
IDARO7047,Dr. Eric Mata,10,82,26987.0,10,False,3.0,27,Propia,6,0
IDVPT7549,Isaac Solorio Marroquín,5,92,21079.0,5,True,1.0,17,Propia,30,0
IDLBD6836,Julio César Vanesa Solorio Jaimes,8,93,10507.0,2,True,1.0,17,Alquiler,29,0
IDMYE7017,Renato Rolando Almonte Mora,2,93,16503.0,5,False,,17,Propia,9,0
IDYEJ6914,Inés Andrea Moya Mateo,7,95,12766.0,1,False,4.0,17,Propia,22,0
IDMWS7852,Nancy José Manuél Domínguez Arredondo,4,94,16973.0,8,False,1.0,26,Propia,20,0
IDJDW4347,Mtro. Cristal Frías,9,76,19482.0,6,False,1.0,22,Alquiler,18,0
IDAUZ5117,Ramón Medina,1,87,,2,False,3.0,19,Alquiler,11,0
IDBCS2945,Sr(a). Bianca Orosco,7,73,,9,True,4.0,17,Alquiler,19,0
IDPUA0777,María Eugenia Julia Barrera Duarte,6,93,17789.0,10,False,,20,Propia,7,0
IDNRO1118,Hernán Tovar Adame,8,70,29229.0,10,False,1.0,17,Alquiler,10,0
IDOBG3998,Enrique Villalpando,5,72,11789.0,10,False,1.0,18,Propia,5,0
IDADN8581,Arcelia Saldaña,1,92,8300.0,1,False,,24,Alquiler,7,1
IDJGE1453,María José Laura Magaña,1,61,15553.0,5,False,,17,Alquiler,23,1
IDVZM2493,Judith Corrales,9,93,28610.0,3,False,5.0,26,Propia,6,0
IDPOH8130,Salma Serna,10,88,22337.0,5,False,4.0,27,Propia,18,1
IDQZI7611,Marcela Vela Gálvez,6,96,12334.0,10,False,8.0,18,Propia,21,0
IDRJB4533,Jorge Luis Quiñones Almaraz,10,63,24539.0,6,False,1.0,20,Propia,15,0
IDAGP9238,Reina Rolando Angulo Garibay,5,71,20536.0,9,True,6.0,17,Propia,27,0
IDLSB8776,María Eugenia Lemus,1,85,14073.0,10,False,15.0,24,Propia,10,1
IDDOD3784,Linda José Hinojosa Cordero,6,87,19605.0,5,False,1.0,27,Propia,6,0
IDJZT7650,Esther Silvano Villareal,6,62,19430.0,10,False,1.0,18,Alquiler,24,1
IDELP6732,Lucas Ojeda,3,79,20797.0,4,False,1.0,22,Alquiler,1,1
IDKRI1451,Dulce María Mayte Arreola Beltrán,8,69,23584.0,10,False,1.0,29,Alquiler,28,0
IDCWN4425,Úrsula Andrea Ureña,1,77,8300.0,7,False,7.0,18,Propia,28,1
IDXXX5370,Karina Alma Serna,1,86,23152.0,8,False,5.0,22,Alquiler,28,0
IDQVA2859,Joaquín Marco Antonio Ulibarri,6,90,19712.0,8,False,,26,Propia,10,0
IDLBT7541,Cristal Barrientos,10,86,22367.0,4,False,1.0,25,Alquiler,23,0
IDXSO1715,Ivonne Úrsula Rael Galván,1,60,20979.0,7,False,7.0,29,Alquiler,15,1
IDOOQ1303,Lic. Alta  Gracia Pantoja,6,65,25644.0,1,False,6.0,21,Propia,14,0
IDQSD5124,Sr(a). Alberto Barela,1,70,,8,False,7.0,20,Alquiler,16,0
IDZNY1298,Dr. Minerva Munguía,6,93,,8,False,2.0,17,Alquiler,5,0
IDKGR1283,Elena Roldán Leyva,3,98,28357.0,10,False,1.0,17,Alquiler,14,0
IDJBP8622,Dolores Celia Rincón de León,8,79,8300.0,8,False,9.0,17,Alquiler,16,0
IDXAV3118,Rolando Lucas Verdugo,6,80,13680.0,9,False,6.0,25,Alquiler,14,0
IDFVI8913,Adela Quiñones Gaitán,1,80,9250.0,3,False,,28,Propia,7,1
IDTWJ4013,Mtro. Graciela Quintero,5,77,8300.0,5,False,1.0,17,Propia,19,0
IDHFB0298,Ángela Dávila Hidalgo,8,80,24285.0,10,True,1.0,29,Alquiler,4,0
IDMSK7807,Francisco Cynthia Barraza Ramón,3,78,20120.0,4,False,1.0,22,Propia,18,0
IDNYU2793,Ramón Teresa Lemus Flórez,6,63,19244.0,2,False,3.0,19,Propia,28,1
IDOWA8534,Mateo Francisco Javier Escobar Casanova,5,72,33215.0,2,True,,21,Alquiler,22,0
IDGUJ6405,Dr. Natividad Lara,6,77,18970.0,4,False,4.0,26,Propia,21,0
IDVEZ4071,Pilar Aldo Guardado Cavazos,10,88,,10,False,5.0,17,Propia,15,0
IDAPC8782,Víctor Dolores Sáenz Aparicio,1,84,,6,True,10.0,17,Propia,17,0
IDZYU9529,Bruno Flórez,7,72,26158.0,6,False,1.0,25,Alquiler,1,0
IDTMT9180,Claudio Roberto Garza Portillo,9,86,27697.0,3,False,,17,Alquiler,24,0
IDVYS5518,Guillermina Portillo Solorio,2,78,18323.0,10,False,8.0,23,Alquiler,15,0
IDWUI1285,Graciela Adame Miramontes,10,60,27326.0,6,False,3.0,17,Alquiler,16,0
IDZVP0894,Lic. Armando Campos,5,97,18562.0,4,False,7.0,28,Alquiler,24,0
IDETS6472,Felix Henríquez de León,10,78,13971.0,10,True,3.0,19,Alquiler,22,0
IDZPL8064,Mtro. Pedro Cano,4,60,16492.0,10,True,4.0,20,Alquiler,11,0
IDTIY7141,Gregorio Jos Vásquez Montoya,6,99,,10,False,4.0,17,Propia,9,0
IDBVG0638,José Reyna,6,76,21324.0,5,False,16.0,17,Alquiler,17,0
IDNMU4699,Helena Guadalupe Amador Ballesteros,2,80,17121.0,1,False,4.0,17,Propia,26,0
IDBUN4285,Judith Urbina Medrano,2,81,10582.0,8,False,,17,Alquiler,15,0
IDKDG4872,Ing. Micaela Lemus,4,74,20051.0,10,False,,22,Alquiler,8,0
IDBAU6736,Laura Octavio Manzanares,1,98,17049.0,10,False,2.0,21,Alquiler,18,1
IDUPK6912,Mtro. Agustín Colón,9,98,8300.0,10,True,,18,Alquiler,8,0
IDNZP8088,Francisco Sánchez,7,91,8300.0,10,False,4.0,17,Propia,3,1
IDTMS0997,Dr. Yuridia Frías,7,63,20239.0,7,False,,17,Alquiler,22,0
IDFKJ1406,Margarita Gollum,3,91,14815.0,8,False,6.0,17,Propia,23,0
IDFMT4337,Teresa Zamudio,3,63,,4,True,5.0,24,Propia,19,1
IDEOO8474,Aldonza Aldo Concepción,1,60,21365.0,6,False,1.0,19,Propia,14,1
IDYPK4575,Pedro Collazo,3,92,18567.0,10,False,3.0,20,Alquiler,2,0
IDHWF7779,Reynaldo Federico Lozano,3,66,10129.0,8,False,1.0,20,Alquiler,1,0
IDEIR6273,Graciela Bernabé Galarza de León,4,68,21715.0,9,False,1.0,17,Propia,30,0
IDJUX4988,Lic. María Eugenia Ávila,4,60,23344.0,10,False,2.0,17,Alquiler,5,0
IDPJO9986,Flavio Horacio Jurado,3,75,26236.0,9,False,13.0,19,Alquiler,17,0
IDCFZ5818,Hermelinda de la Garza,10,77,8300.0,9,False,,20,Alquiler,1,0
IDWJB9412,Oswaldo Figueroa,8,65,23823.0,3,False,7.0,17,Propia,21,0
IDFEA5309,Pilar Amalia Soria Cuellar,8,61,,9,False,4.0,17,Propia,16,0
IDJNC4240,Ariadna Emiliano Armas Cintrón,1,68,12143.0,10,False,7.0,17,Propia,3,1
IDIWJ2542,Mtro. Lilia Curiel,7,63,33250.0,6,False,5.0,19,Propia,10,0
IDLIO6494,Abigail Inés Badillo Griego,2,82,25539.0,10,False,,18,Propia,19,0
IDTLI8852,Ramiro Mauricio Rodríquez,1,67,22663.0,8,False,,24,Alquiler,11,0
IDQUT9754,Liliana Gerónimo Puente,3,98,,10,False,1.0,22,Propia,23,0
IDJEY4284,Miguel Lilia Botello,4,84,11170.0,7,True,5.0,17,Propia,3,0
IDTUR6709,Frida Alma Terán Ledesma,6,75,32184.0,8,True,,21,Propia,2,0
IDAVK7390,Modesto Treviño,10,94,,7,True,10.0,23,Propia,3,0
IDFQF2499,Yolanda Nancy Salcido Ballesteros,5,76,,1,False,5.0,21,Alquiler,15,0
IDERB6264,Dulce Cotto,4,77,,10,True,1.0,27,Alquiler,27,0
IDKPE0880,Carolina Collazo,8,86,13977.0,8,False,10.0,22,Propia,20,0
IDGGW8624,Ana María Padilla Alonzo,4,74,,2,False,1.0,19,Alquiler,9,0
IDSUJ3652,Genaro Lorenzo Serrato Saavedra,10,76,32747.0,10,False,1.0,28,Propia,15,0
IDWUS0286,Alvaro Barraza Páez,2,64,,10,False,,20,Propia,28,1
IDRHW7788,Víctor Guadalupe Montemayor Padrón,3,75,8300.0,5,True,,21,Propia,2,1
IDFIB4203,Lic. Estefanía Gómez,6,74,15555.0,7,False,,26,Alquiler,30,1
IDCFI4467,Fernando Vargas,8,93,15598.0,8,False,3.0,17,Alquiler,6,0
IDGMS9588,Alicia Vázquez Villanueva,8,78,20743.0,9,False,3.0,25,Propia,5,0
IDWVZ3244,Mayte Jorge Luis Caldera,9,67,13982.0,10,False,13.0,17,Propia,6,0
IDFGL6288,Alfonso Enríquez Holguín,7,69,24760.0,10,True,1.0,20,Propia,5,0
IDQRY5500,María del Carmen Martín Rivero,2,64,12101.0,8,False,1.0,17,Alquiler,22,1
IDALE0835,Rubén Raya Perales,8,85,,10,False,9.0,19,Propia,12,1
IDVOO6499,Hermelinda Dalia Gurule Malave,7,81,33951.0,9,False,1.0,24,Propia,4,0
IDMVF4811,Javier Karla Salas,8,82,36088.0,10,False,6.0,21,Alquiler,24,0
IDSOM7976,Eduardo Guillermina Esquibel,3,72,,10,False,,17,Propia,28,0
IDBMB6978,Ing. Adán Naranjo,7,68,29827.0,7,False,8.0,18,Alquiler,25,0
IDYGH8978,Irma Rubén Ureña,10,79,8300.0,7,False,,23,Propia,26,0
IDXFR4787,Anel Cristina Lovato Garza,9,87,18547.0,10,False,1.0,19,Alquiler,23,0
IDKER9969,Guadalupe Oswaldo Mayorga,3,96,17675.0,3,False,10.0,17,Propia,30,0
IDZNM5317,Lic. Vicente Galindo,10,83,13156.0,8,False,3.0,25,Propia,14,0
IDPFG5178,Dr. Beatriz Lebrón,6,92,25366.0,2,True,1.0,20,Alquiler,14,0
IDFZY2306,Rosa Alta  Gracia Menchaca,2,79,21914.0,7,False,,17,Propia,11,0
IDZCQ0480,Cornelio Vásquez,2,89,16998.0,7,True,,19,Alquiler,28,1
IDFSO7090,Pascual Luisa Armendáriz Segura,5,68,18564.0,9,True,12.0,20,Propia,1,1
IDDSX5764,Yeni Amelia Alemán Correa,5,76,16402.0,10,False,1.0,18,Alquiler,21,0
IDOQY2180,Luis Rolando Solorio Chávez,7,95,,10,False,1.0,17,Propia,23,0
IDDED5619,Omar Ramón Toledo,2,73,16149.0,6,False,5.0,19,Alquiler,5,1
IDCFJ9270,Agustín Serafín Iglesias Collado,7,78,23368.0,1,True,,30,Alquiler,5,0
IDVLK7706,Carmen Frías Tapia,5,66,21582.0,4,False,9.0,27,Propia,12,0
IDPZG5464,Irene Cotto,6,62,28796.0,2,False,1.0,17,Propia,5,1
IDYHB8192,Carmen Pascual Bustos Menéndez,8,92,,2,True,2.0,25,Alquiler,21,0
IDXRD8043,José Loya,10,91,18051.0,8,True,4.0,18,Alquiler,13,0
IDHSV6868,Abelardo Federico Benítez,4,70,,8,False,5.0,26,Alquiler,11,0
IDBNN8948,Pamela Alfonso Delgado,7,61,18286.0,10,False,6.0,19,Propia,21,0
IDCIU7835,Itzel Sessa Escobar Irizarry,6,85,,9,False,1.0,19,Alquiler,1,0
IDYLB6470,Abelardo Salvador Concepción,10,63,24256.0,7,False,1.0,18,Alquiler,12,0
IDSHZ6260,Carlota Blanca Ceballos Mireles,2,76,27341.0,8,False,,26,Alquiler,6,0
IDITM5765,Sessa Aldonza Mares,8,76,8300.0,3,False,5.0,23,Propia,27,1
IDYME9983,Dr. Wendolin Cadena,10,87,19759.0,1,False,1.0,18,Propia,11,0
IDEWB0910,Gonzalo Hermelinda Haro,9,89,28141.0,10,False,4.0,17,Propia,12,0
IDAUE0670,María Cristina García,5,99,12744.0,6,False,13.0,29,Alquiler,29,0
IDZUE8361,Sessa Beatriz Terán,10,82,25453.0,2,False,5.0,22,Alquiler,6,0
IDBFE2670,Mtro. Manuel Macías,4,83,27911.0,8,False,1.0,25,Propia,24,0
IDAQK6527,Linda Federico Ruiz Gracia,6,88,22406.0,7,False,,19,Propia,30,0
IDDMR2324,Pedro Olivera Niño,8,63,23034.0,1,False,1.0,25,Propia,5,1
IDBJW3164,Homero Samuel Gálvez Carbajal,3,97,21044.0,10,False,1.0,18,Propia,18,1
IDYII4835,Guillermo Guadalupe Puga Colón,10,88,29666.0,8,True,10.0,23,Alquiler,16,0
IDZNS4602,Humberto Saavedra Granado,1,78,29914.0,2,False,,20,Propia,13,0
IDOAO7411,Amalia Gloria Anaya,4,86,8300.0,3,False,11.0,17,Propia,7,1
IDXUJ9969,María del Carmen Toledo,4,88,19691.0,10,False,2.0,24,Alquiler,14,1
IDYST1250,Noemí José María Dávila Frías,1,95,26539.0,9,False,4.0,17,Alquiler,1,1
IDBET0198,Gabriela Perea Gálvez,9,94,32569.0,5,True,1.0,17,Propia,21,0
IDWGC5429,César Daniela Fuentes Batista,3,65,18611.0,6,False,,21,Propia,28,0
IDBSB2152,Estefanía Jaimes Lira,5,82,40959.0,2,False,,20,Propia,21,0
IDVJT4252,Gustavo Vallejo Ochoa,6,98,12645.0,10,False,1.0,20,Propia,12,0
IDFMV3269,Lic. Pablo Iglesias,8,67,26262.0,7,False,15.0,19,Alquiler,3,0
IDQFQ9251,Rodolfo Avilés Duarte,6,61,16323.0,8,False,3.0,19,Propia,18,0
IDGNC9453,Rocío Renato Portillo Nieto,3,72,20234.0,5,False,11.0,27,Propia,11,0
IDWSH7795,Anabel Guajardo,6,99,14797.0,10,False,,23,Propia,20,0
IDPAL2537,Linda José María Rascón,1,80,30542.0,9,False,8.0,17,Propia,7,0
IDQSR9672,Aldonza Luis Manuel Fernández,4,90,38207.0,8,False,1.0,26,Alquiler,10,0
IDPEP5040,Barbara Aguayo,6,95,30274.0,7,False,,17,Propia,19,0
IDTDM9017,Rocío Óscar Orozco,7,97,28911.0,10,True,1.0,17,Alquiler,13,0
IDXQM4616,Ignacio Yuridia Limón,10,86,11169.0,10,False,1.0,20,Propia,14,0
IDSFH5350,Sonia Ceballos,3,95,8300.0,10,False,6.0,21,Propia,15,0
IDVRP6121,Wilfrido Rufino Escalante Zedillo,9,82,12798.0,10,False,2.0,17,Propia,6,0
IDVGE1003,Ing. Clemente Santillán,7,80,28484.0,9,False,,22,Alquiler,7,0
IDPOG6178,Sr(a). Angélica Orosco,1,72,30414.0,10,False,2.0,27,Alquiler,13,0
IDABQ7945,Linda Razo,2,96,33150.0,2,False,9.0,17,Propia,16,0
IDMIV3410,Marcos Aragón,1,85,,10,False,4.0,17,Alquiler,15,0
IDPHN2428,Angélica Abelardo Quesada Cuellar,9,99,12316.0,10,False,1.0,21,Alquiler,18,0
IDGRL9775,Dr. José Olvera,9,66,,10,False,5.0,25,Propia,3,0
IDDOF3829,María José Rodrigo Leiva Piña,7,98,27498.0,10,True,1.0,17,Alquiler,16,0
